ID_Pagamento;ID_Venda;Forma_Pagamento;Parcelas;Valor_Pago
917;917;Débito;1;292.38
918;918;Pix;1;1459.23
919;919;Débito;1;591.53
920;920;Pix;1;56.82
921;921;Dinheiro;1;93.52
922;922;Crédito;1;564.02
923;923;Débito;1;647.98
924;924;Débito;1;1013.22
925;925;Débito;1;164.4
926;926;Débito;1;43.66
927;927;Boleto;1;93.45
928;928;Pix;1;502.44
929;929;Boleto;1;116.84
930;930;Pix;1;833.2
931;931;Pix;1;446.15
932;932;Débito;1;151.72
933;933;Débito;1;277.57
934;934;Crédito;2;1815.6
935;935;Pix;1;315.3
936;936;Boleto;1;472.68
937;937;Débito;1;710.91
938;938;Boleto;1;435.81
939;939;Dinheiro;1;1773.3
940;940;Débito;1;1644.27
941;941;Crédito;4;253.6
942;942;Pix;1;533.84
943;943;Crédito;1;531.34
944;944;Débito;1;30.06
945;945;Boleto;1;1131.39
946;946;Dinheiro;1;224.43
947;947;Dinheiro;1;730.94
948;948;Débito;1;275.73
949;949;Boleto;1;593.84
950;950;Boleto;1;969.82
951;951;Crédito;3;588.57
952;952;Dinheiro;1;704.14
953;953;Débito;1;464.11
954;954;Crédito;1;711.8
955;955;Dinheiro;1;60.69
956;956;Pix;1;392.72
957;957;Débito;1;1013.22
958;958;Boleto;1;1073.86
959;959;Débito;1;873.58
960;960;Débito;1;312.55
961;961;Crédito;3;872.84
962;962;Pix;1;678.46
963;963;Crédito;3;129.82
964;964;Dinheiro;1;333.81
965;965;Dinheiro;1;3796.12
966;966;Boleto;1;564.89
967;967;Débito;1;1004.87
968;968;Crédito;1;576.13
969;969;Pix;1;78.65
970;970;Débito;1;1294.1
971;971;Boleto;1;74.22
972;972;Débito;1;1318.15
973;973;Dinheiro;1;49.25
974;974;Dinheiro;1;43.66
975;975;Boleto;1;1524.9
976;976;Débito;1;393.88
977;977;Dinheiro;1;564.89
978;978;Crédito;1;71.03
979;979;Dinheiro;1;705.03
980;980;Débito;1;227.58
981;981;Débito;1;702.03
982;982;Pix;1;530.39
983;983;Crédito;2;250.45
984;984;Débito;1;808.81
985;985;Crédito;1;576.13
986;986;Débito;1;457.26
987;987;Boleto;1;446.95
988;988;Débito;1;1050.34
989;989;Boleto;1;678.04
990;990;Crédito;1;24.05
991;991;Pix;1;2031.65
992;992;Boleto;1;945.36
993;993;Pix;1;547.32
994;994;Crédito;2;678.04
995;995;Débito;1;148.73
996;996;Débito;1;1471.02
997;997;Crédito;6;2808.12
998;998;Dinheiro;1;1268.69
999;999;Crédito;1;739.41
1000;1000;Boleto;1;527.26
1001;1001;Crédito;3;288.06
1002;1002;Crédito;1;912.02
1003;1003;Boleto;1;532.77
1004;1004;Débito;1;3507.88
1005;1005;Débito;1;704.17
1006;1006;Débito;1;508.62
1007;1007;Pix;1;333.28
1008;1008;Boleto;1;129.82
1009;1009;Débito;1;895.99
1010;1010;Dinheiro;1;440.87
1011;1011;Boleto;1;448.27
1012;1012;Dinheiro;1;412.52
1013;1013;Crédito;3;628.35
1014;1014;Boleto;1;754.26
1015;1015;Crédito;2;1511.15
1016;1016;Crédito;4;762.45
1017;1017;Crédito;1;31.01
1018;1018;Crédito;2;278.33
1019;1019;Débito;1;3026.0
1020;1020;Boleto;1;1194.84
1021;1021;Pix;1;792.93
1022;1022;Dinheiro;1;350.51
1023;1023;Crédito;2;180.13
1024;1024;Dinheiro;1;175.92
1025;1025;Débito;1;82.79
1026;1026;Débito;1;142.06
1027;1027;Pix;1;437.72
1028;1028;Dinheiro;1;371.79
1029;1029;Pix;1;1072.98
1030;1030;Dinheiro;1;1197.53
1031;1031;Crédito;1;424.6
1032;1032;Boleto;1;130.81
1033;1033;Pix;1;775.86
1034;1034;Pix;1;116.84
1035;1035;Boleto;1;861.24
1036;1036;Pix;1;1717.07
1037;1037;Crédito;1;411.53
1038;1038;Dinheiro;1;555.98
1039;1039;Boleto;1;664.76
1040;1040;Boleto;1;268.46
1041;1041;Débito;1;294.32
1042;1042;Débito;1;136.45
1043;1043;Crédito;1;612.44
1044;1044;Pix;1;687.49
1045;1045;Pix;1;2048.24
1046;1046;Débito;1;1355.94
1047;1047;Débito;1;741.2
1048;1048;Débito;1;1014.4
1049;1049;Crédito;1;912.02
1050;1050;Dinheiro;1;1760.62
1051;1051;Dinheiro;1;561.54
1052;1052;Dinheiro;1;1698.21
1053;1053;Boleto;1;1853.28
1054;1054;Crédito;4;2887.68
1055;1055;Pix;1;1300.24
1056;1056;Pix;1;864.33
1057;1057;Dinheiro;1;452.85
1058;1058;Pix;1;62.37
1059;1059;Dinheiro;1;68.27
1060;1060;Pix;1;954.54
1061;1061;Débito;1;347.91
1062;1062;Dinheiro;1;2648.57
1063;1063;Crédito;1;1129.78
1064;1064;Crédito;1;2009.34
1065;1065;Boleto;1;502.44
1066;1066;Pix;1;2426.43
1067;1067;Pix;1;1743.23
1068;1068;Débito;1;437.64
1069;1069;Boleto;1;1424.0
1070;1070;Crédito;3;663.8
1071;1071;Crédito;1;232.06
1072;1072;Dinheiro;1;278.33
1073;1073;Dinheiro;1;418.18
1074;1074;Dinheiro;1;213.1
1075;1075;Dinheiro;1;697.4
1076;1076;Dinheiro;1;480.46
1077;1077;Pix;1;697.4
1078;1078;Crédito;2;477.27
1079;1079;Pix;1;2409.7
1080;1080;Débito;1;846.55
1081;1081;Dinheiro;1;1669.06
1082;1082;Dinheiro;1;224.43
1083;1083;Crédito;1;411.53
1084;1084;Débito;1;475.77
1085;1085;Crédito;6;699.75
1086;1086;Boleto;1;53.01
1087;1087;Débito;1;1119.6
1088;1088;Boleto;1;508.97
1089;1089;Crédito;4;914.52
1090;1090;Pix;1;531.34
1091;1091;Dinheiro;1;222.22
1092;1092;Boleto;1;437.64
1093;1093;Crédito;4;1182.2
1094;1094;Dinheiro;1;809.97
1095;1095;Crédito;1;949.03
1096;1096;Boleto;1;1077.8
1097;1097;Crédito;3;129.82
1098;1098;Débito;1;1193.18
1099;1099;Débito;1;3720.06
1100;1100;Débito;1;640.8
1101;1101;Crédito;1;628.41
1102;1102;Crédito;1;151.04
1103;1103;Dinheiro;1;543.87
1104;1104;Dinheiro;1;322.12
1105;1105;Boleto;1;1048.8
1106;1106;Dinheiro;1;785.51
1107;1107;Crédito;1;485.32
1108;1108;Dinheiro;1;765.55
1109;1109;Dinheiro;1;1889.32
1110;1110;Dinheiro;1;1337.92
1111;1111;Débito;1;969.82
1112;1112;Pix;1;218.48
1113;1113;Débito;1;421.27
1114;1114;Débito;1;541.87
1115;1115;Débito;1;338.02
1116;1116;Débito;1;2148.15
1117;1117;Dinheiro;1;606.67
1118;1118;Crédito;2;688.47
1119;1119;Boleto;1;392.72
1120;1120;Pix;1;705.01
1121;1121;Boleto;1;1139.72
1122;1122;Débito;1;460.9
1123;1123;Crédito;1;1144.94
1124;1124;Débito;1;126.42
1125;1125;Dinheiro;1;202.88
1126;1126;Boleto;1;46.81
1127;1127;Pix;1;113.53
1128;1128;Boleto;1;372.06
1129;1129;Pix;1;1898.06
1130;1130;Dinheiro;1;564.89
1131;1131;Débito;1;130.81
1132;1132;Dinheiro;1;263.63
1133;1133;Crédito;2;347.2
1134;1134;Crédito;1;820.82
1135;1135;Pix;1;1122.15
1136;1136;Débito;1;111.33
1137;1137;Boleto;1;1592.19
1138;1138;Pix;1;224.43
1139;1139;Débito;1;712.0
1140;1140;Crédito;1;508.97
1141;1141;Crédito;3;335.57
1142;1142;Crédito;1;2021.78
1143;1143;Débito;1;129.82
1144;1144;Dinheiro;1;742.01
1145;1145;Pix;1;244.85
1146;1146;Débito;1;508.97
1147;1147;Boleto;1;669.09
1148;1148;Boleto;1;111.54
1149;1149;Boleto;1;365.47
1150;1150;Débito;1;397.67
1151;1151;Débito;1;502.44
1152;1152;Crédito;3;256.77
1153;1153;Débito;1;1131.39
1154;1154;Débito;1;2471.04
1155;1155;Pix;1;2063.46
1156;1156;Dinheiro;1;295.72
1157;1157;Pix;1;1824.04
1158;1158;Boleto;1;485.32
1159;1159;Boleto;1;485.34
1160;1160;Dinheiro;1;961.68
1161;1161;Dinheiro;1;784.58
1162;1162;Boleto;1;545.8
1163;1163;Débito;1;559.8
1164;1164;Débito;1;1791.98
1165;1165;Dinheiro;1;235.33
1166;1166;Boleto;1;140.28
1167;1167;Pix;1;87.32
1168;1168;Crédito;1;616.34
1169;1169;Dinheiro;1;60.69
1170;1170;Boleto;1;392.72
1171;1171;Débito;1;143.49
1172;1172;Dinheiro;1;918.86
1173;1173;Dinheiro;1;133.56
1174;1174;Pix;1;731.58
1175;1175;Boleto;1;275.73
1176;1176;Crédito;3;698.73
1177;1177;Pix;1;1060.78
1178;1178;Débito;1;463.31
1179;1179;Boleto;1;504.22
1180;1180;Débito;1;432.62
1181;1181;Crédito;2;526.03
1182;1182;Crédito;1;342.25
1183;1183;Crédito;1;397.67
1184;1184;Pix;1;31.01
1185;1185;Crédito;2;249.04
1186;1186;Dinheiro;1;1048.8
1187;1187;Pix;1;833.2
1188;1188;Débito;1;388.26
1189;1189;Dinheiro;1;151.04
1190;1190;Dinheiro;1;253.6
1191;1191;Pix;1;1177.14
1192;1192;Débito;1;1939.64
1193;1193;Dinheiro;1;677.34
1194;1194;Dinheiro;1;518.52
1195;1195;Débito;1;460.9
1196;1196;Pix;1;2471.04
1197;1197;Crédito;3;236.59
1198;1198;Débito;1;730.94
1199;1199;Dinheiro;1;1425.72
1200;1200;Débito;1;524.4
1201;1201;Pix;1;392.72
1202;1202;Pix;1;969.82
1203;1203;Pix;1;819.3
1204;1204;Débito;1;795.34
1205;1205;Débito;1;954.7
1206;1206;Dinheiro;1;642.36
1207;1207;Pix;1;741.2
1208;1208;Dinheiro;1;953.36
1209;1209;Pix;1;625.1
1210;1210;Dinheiro;1;126.42
1211;1211;Boleto;1;1297.56
1212;1212;Dinheiro;1;165.58
1213;1213;Dinheiro;1;347.91
1214;1214;Pix;1;796.1
1215;1215;Boleto;1;2140.91
1216;1216;Dinheiro;1;321.06
1217;1217;Boleto;1;576.13
1218;1218;Pix;1;591.1
1219;1219;Boleto;1;2559.4
1220;1220;Dinheiro;1;521.23
1221;1221;Débito;1;851.19
1222;1222;Débito;1;365.47
1223;1223;Pix;1;148.73
1224;1224;Boleto;1;676.04
1225;1225;Pix;1;1182.89
1226;1226;Pix;1;448.29
1227;1227;Crédito;1;129.82
1228;1228;Crédito;1;874.25
1229;1229;Pix;1;1789.77
1230;1230;Dinheiro;1;374.27
1231;1231;Débito;1;940.61
1232;1232;Pix;1;1400.94
1233;1233;Crédito;4;1648.17
1234;1234;Dinheiro;1;173.34
1235;1235;Boleto;1;2816.56
1236;1236;Débito;1;149.87
1237;1237;Boleto;1;785.44
1238;1238;Dinheiro;1;667.68
1239;1239;Pix;1;155.52
1240;1240;Dinheiro;1;79.49
1241;1241;Boleto;1;1075.53
1242;1242;Pix;1;1111.97
1243;1243;Crédito;2;810.58
1244;1244;Débito;1;809.97
1245;1245;Crédito;1;1827.35
1246;1246;Dinheiro;1;2862.36
1247;1247;Débito;1;828.16
1248;1248;Dinheiro;1;596.73
1249;1249;Dinheiro;1;399.55
1250;1250;Dinheiro;1;439.69
1251;1251;Débito;1;1815.6
1252;1252;Boleto;1;44.06
1253;1253;Débito;1;123.33
1254;1254;Pix;1;1450.83
1255;1255;Crédito;1;1478.82
1256;1256;Boleto;1;46.76
1257;1257;Dinheiro;1;825.38
1258;1258;Boleto;1;864.33
1259;1259;Débito;1;180.13
1260;1260;Pix;1;545.26
1261;1261;Pix;1;1478.82
1262;1262;Débito;1;2218.23
1263;1263;Crédito;1;1478.82
1264;1264;Débito;1;657.85
1265;1265;Boleto;1;152.5
1266;1266;Crédito;2;459.43
1267;1267;Pix;1;712.0
1268;1268;Dinheiro;1;278.33
1269;1269;Pix;1;791.54
1270;1270;Crédito;1;2955.5
1271;1271;Débito;1;416.6
1272;1272;Débito;1;445.74
1273;1273;Débito;1;1823.57
1274;1274;Pix;1;592.96
1275;1275;Dinheiro;1;1028.53
1276;1276;Dinheiro;1;1898.06
1277;1277;Boleto;1;1484.24
1278;1278;Crédito;6;524.4
1279;1279;Pix;1;712.0
1280;1280;Pix;1;914.52
1281;1281;Dinheiro;1;425.88
1282;1282;Boleto;1;521.23
1283;1283;Dinheiro;1;667.62
1284;1284;Débito;1;29.46
1285;1285;Pix;1;858.53
1286;1286;Crédito;1;630.28
1287;1287;Boleto;1;1352.08
1288;1288;Pix;1;524.4
1289;1289;Crédito;1;82.79
1290;1290;Dinheiro;1;694.5
1291;1291;Crédito;2;588.57
1292;1292;Débito;1;1249.8
1293;1293;Débito;1;722.38
1294;1294;Boleto;1;128.52
1295;1295;Boleto;1;485.34
1296;1296;Débito;1;1331.39
1297;1297;Crédito;4;389.46
1298;1298;Pix;1;678.04
1299;1299;Dinheiro;1;374.94
1300;1300;Boleto;1;136.45
1301;1301;Débito;1;1067.68
1302;1302;Débito;1;461.05
1303;1303;Débito;1;62.02
1304;1304;Dinheiro;1;647.05
1305;1305;Débito;1;743.99
1306;1306;Crédito;3;435.81
1307;1307;Boleto;1;29.42
1308;1308;Pix;1;733.04
1309;1309;Pix;1;846.11
1310;1310;Crédito;1;667.08
1311;1311;Dinheiro;1;129.82
1312;1312;Dinheiro;1;715.59
1313;1313;Dinheiro;1;697.4
1314;1314;Dinheiro;1;873.58
1315;1315;Crédito;3;1132.14
1316;1316;Dinheiro;1;1129.09
1317;1317;Débito;1;451.86
1318;1318;Dinheiro;1;1097.42
1319;1319;Débito;1;249.04
1320;1320;Débito;1;310.65
1321;1321;Boleto;1;490.73
1322;1322;Dinheiro;1;508.97
1323;1323;Débito;1;217.7
1324;1324;Crédito;2;825.04
1325;1325;Crédito;1;397.66
1326;1326;Crédito;1;483.52
1327;1327;Débito;1;606.67
1328;1328;Débito;1;492.27
1329;1329;Crédito;1;524.4
1330;1330;Crédito;1;407.18
1331;1331;Boleto;1;579.14
1332;1332;Pix;1;650.12
1333;1333;Boleto;1;481.94
1334;1334;Pix;1;272.9
1335;1335;Débito;1;2316.56
1336;1336;Dinheiro;1;1773.76
1337;1337;Pix;1;836.36
1338;1338;Boleto;1;393.88
1339;1339;Débito;1;82.94
1340;1340;Débito;1;1506.57
1341;1341;Débito;1;241.59
1342;1342;Dinheiro;1;576.13
1343;1343;Dinheiro;1;1344.87
1344;1344;Boleto;1;570.29
1345;1345;Dinheiro;1;483.61
1346;1346;Crédito;4;628.5
1347;1347;Boleto;1;640.76
1348;1348;Débito;1;483.61
1349;1349;Boleto;1;254.31
1350;1350;Boleto;1;785.51
1351;1351;Dinheiro;1;372.06
1352;1352;Dinheiro;1;223.53
1353;1353;Crédito;1;665.35
1354;1354;Débito;1;136.45
1355;1355;Dinheiro;1;249.04
1356;1356;Crédito;6;1553.02
1357;1357;Pix;1;605.2
1358;1358;Pix;1;31.01
1359;1359;Boleto;1;2029.2
1360;1360;Pix;1;1789.77
1361;1361;Dinheiro;1;435.81
1362;1362;Boleto;1;1206.76
1363;1363;Débito;1;962.56
1364;1364;Crédito;2;809.97
1365;1365;Boleto;1;705.03
1366;1366;Pix;1;1028.53
1367;1367;Dinheiro;1;1684.82
1368;1368;Pix;1;448.29
1369;1369;Boleto;1;338.02
1370;1370;Crédito;2;1424.0
1371;1371;Crédito;2;1427.46
1372;1372;Débito;1;451.86
1373;1373;Débito;1;439.69
1374;1374;Pix;1;416.6
1375;1375;Boleto;1;489.7
1376;1376;Pix;1;488.54
1377;1377;Crédito;1;2799.0
1378;1378;Boleto;1;232.06
1379;1379;Débito;1;810.58
1380;1380;Pix;1;566.07
1381;1381;Crédito;1;728.97
1382;1382;Crédito;1;263.63
1383;1383;Crédito;2;1499.76
1384;1384;Crédito;1;310.92
1385;1385;Pix;1;470.86
1386;1386;Pix;1;128.4
1387;1387;Dinheiro;1;44.06
1388;1388;Crédito;3;1170.22
1389;1389;Dinheiro;1;195.42
1390;1390;Pix;1;596.59
1391;1391;Boleto;1;733.04
1392;1392;Crédito;1;365.79
1393;1393;Boleto;1;507.53
1394;1394;Crédito;1;153.11
1395;1395;Débito;1;241.59
1396;1396;Boleto;1;424.31
1397;1397;Boleto;1;893.58
1398;1398;Boleto;1;2003.05
1399;1399;Crédito;1;1013.22
1400;1400;Pix;1;914.97
1401;1401;Pix;1;551.73
1402;1402;Crédito;4;31.01
1403;1403;Crédito;3;3879.28
1404;1404;Pix;1;133.86
1405;1405;Crédito;1;415.76
1406;1406;Pix;1;233.92
1407;1407;Débito;1;1684.82
1408;1408;Crédito;2;155.74
1409;1409;Pix;1;60.38
1410;1410;Dinheiro;1;426.42
1411;1411;Dinheiro;1;696.39
1412;1412;Boleto;1;230.45
1413;1413;Pix;1;704.85
1414;1414;Crédito;1;2232.78
1415;1415;Débito;1;1374.98
1416;1416;Pix;1;41.47
1417;1417;Débito;1;628.41
1418;1418;Boleto;1;696.39
1419;1419;Crédito;6;525.1
1420;1420;Pix;1;629.78
1421;1421;Boleto;1;1737.42
1422;1422;Débito;1;254.31
1423;1423;Dinheiro;1;625.18
1424;1424;Pix;1;842.41
1425;1425;Dinheiro;1;1789.77
1426;1426;Pix;1;104.63
1427;1427;Pix;1;735.51
1428;1428;Boleto;1;185.04
1429;1429;Crédito;2;32.88
1430;1430;Débito;1;435.81
1431;1431;Crédito;1;742.12
1432;1432;Boleto;1;741.2
1433;1433;Crédito;2;460.02
1434;1434;Crédito;1;1511.15
1435;1435;Dinheiro;1;1344.87
1436;1436;Boleto;1;825.04
1437;1437;Pix;1;388.27
1438;1438;Dinheiro;1;746.23
1439;1439;Pix;1;641.12
1440;1440;Dinheiro;1;41.48
1441;1441;Crédito;6;713.73
1442;1442;Dinheiro;1;357.9
1443;1443;Dinheiro;1;2451.18
1444;1444;Boleto;1;244.27
1445;1445;Pix;1;305.16
1446;1446;Crédito;1;1600.58
1447;1447;Crédito;2;980.14
1448;1448;Boleto;1;67.48
1449;1449;Crédito;1;224.32
1450;1450;Débito;1;275.73
1451;1451;Dinheiro;1;227.05
1452;1452;Crédito;3;110.05
1453;1453;Dinheiro;1;666.93
1454;1454;Boleto;1;3095.19
1455;1455;Boleto;1;1591.17
1456;1456;Boleto;1;1160.66
1457;1457;Débito;1;451.91
1458;1458;Dinheiro;1;358.27
1459;1459;Crédito;3;187.04
1460;1460;Dinheiro;1;1374.98
1461;1461;Crédito;2;310.86
1462;1462;Crédito;2;628.41
1463;1463;Pix;1;254.31
1464;1464;Boleto;1;720.52
1465;1465;Dinheiro;1;470.86
1466;1466;Dinheiro;1;566.76
1467;1467;Boleto;1;329.21
1468;1468;Dinheiro;1;905.71
1469;1469;Crédito;4;1717.42
1470;1470;Crédito;1;639.85
1471;1471;Boleto;1;1732.84
1472;1472;Boleto;1;4104.09
1473;1473;Dinheiro;1;940.61
1474;1474;Dinheiro;1;507.1
1475;1475;Dinheiro;1;545.26
1476;1476;Pix;1;777.34
1477;1477;Boleto;1;34.61
1478;1478;Boleto;1;1141.97
1479;1479;Débito;1;448.64
1480;1480;Débito;1;545.26
1481;1481;Débito;1;2506.14
1482;1482;Dinheiro;1;377.13
1483;1483;Crédito;1;437.64
1484;1484;Dinheiro;1;1507.68
1485;1485;Crédito;1;165.58
1486;1486;Pix;1;103.86
1487;1487;Crédito;6;1415.88
1488;1488;Pix;1;1691.7
1489;1489;Boleto;1;820.82
1490;1490;Débito;1;3927.55
1491;1491;Pix;1;331.9
1492;1492;Débito;1;32.88
1493;1493;Pix;1;543.87
1494;1494;Pix;1;2031.65
1495;1495;Boleto;1;752.1
1496;1496;Crédito;1;570.98
1497;1497;Boleto;1;126.42
1498;1498;Pix;1;381.34
1499;1499;Dinheiro;1;123.33
1500;1500;Pix;1;119.24
1501;1501;Dinheiro;1;1828.82
1502;1502;Débito;1;103.86
1503;1503;Boleto;1;4560.1
1504;1504;Pix;1;437.72
1505;1505;Débito;1;233.8
1506;1506;Pix;1;621.84
1507;1507;Débito;1;1111.97
1508;1508;Débito;1;443.44
1509;1509;Boleto;1;237.49
1510;1510;Boleto;1;603.07
1511;1511;Boleto;1;664.76
1512;1512;Débito;1;365.79
1513;1513;Pix;1;418.18
1514;1514;Débito;1;228.24
1515;1515;Dinheiro;1;1431.18
1516;1516;Dinheiro;1;407.81
1517;1517;Débito;1;104.55
1518;1518;Crédito;3;235.33
1519;1519;Dinheiro;1;593.7
1520;1520;Dinheiro;1;877.9
1521;1521;Pix;1;165.21
1522;1522;Boleto;1;70.37
1523;1523;Crédito;2;321.06
1524;1524;Crédito;1;483.61
1525;1525;Pix;1;535.74
1526;1526;Boleto;1;2429.91
1527;1527;Pix;1;596.73
1528;1528;Dinheiro;1;588.57
1529;1529;Dinheiro;1;268.46
1530;1530;Boleto;1;2140.91
1531;1531;Dinheiro;1;630.28
1532;1532;Boleto;1;485.34
1533;1533;Débito;1;891.48
1534;1534;Crédito;1;1650.55
1535;1535;Débito;1;734.68
1536;1536;Crédito;1;233.92
1537;1537;Débito;1;532.77
1538;1538;Boleto;1;485.34
1539;1539;Pix;1;87.96
1540;1540;Débito;1;302.08
1541;1541;Débito;1;1256.82
1542;1542;Dinheiro;1;1400.74
1543;1543;Débito;1;451.91
1544;1544;Dinheiro;1;2136.0
1545;1545;Dinheiro;1;87.96
1546;1546;Dinheiro;1;3348.89
1547;1547;Boleto;1;626.24
1548;1548;Boleto;1;784.58
1549;1549;Débito;1;1492.47
1550;1550;Pix;1;559.14
1551;1551;Pix;1;473.18
1552;1552;Crédito;1;561.54
1553;1553;Pix;1;123.33
1554;1554;Crédito;1;1500.85
1555;1555;Débito;1;588.57
1556;1556;Pix;1;1340.85
1557;1557;Débito;1;962.56
1558;1558;Boleto;1;926.62
1559;1559;Pix;1;405.76
1560;1560;Pix;1;509.46
1561;1561;Dinheiro;1;393.95
1562;1562;Crédito;1;271.26
1563;1563;Débito;1;470.06
1564;1564;Crédito;4;842.41
1565;1565;Boleto;1;508.62
1566;1566;Dinheiro;1;242.75
1567;1567;Débito;1;81.16
1568;1568;Crédito;6;2057.06
1569;1569;Boleto;1;1484.24
1570;1570;Boleto;1;722.98
1571;1571;Dinheiro;1;51.84
1572;1572;Débito;1;370.09
1573;1573;Crédito;1;390.83
1574;1574;Dinheiro;1;398.05
1575;1575;Débito;1;54.57
1576;1576;Boleto;1;429.27
1577;1577;Débito;1;475.77
1578;1578;Dinheiro;1;379.26
1579;1579;Dinheiro;1;87.96
1580;1580;Dinheiro;1;152.5
1581;1581;Dinheiro;1;379.3
1582;1582;Crédito;1;34.61
1583;1583;Crédito;1;397.67
1584;1584;Boleto;1;758.17
1585;1585;Pix;1;464.11
1586;1586;Débito;1;2827.84
1587;1587;Pix;1;650.12
1588;1588;Débito;1;2592.99
1589;1589;Dinheiro;1;403.46
1590;1590;Boleto;1;165.91
1591;1591;Dinheiro;1;217.7
1592;1592;Débito;1;1453.19
1593;1593;Crédito;2;579.14
1594;1594;Boleto;1;2418.05
1595;1595;Crédito;3;128.96
1596;1596;Crédito;1;163.51
1597;1597;Dinheiro;1;191.78
1598;1598;Crédito;1;713.73
1599;1599;Débito;1;1307.42
1600;1600;Crédito;3;74.51
1601;1601;Crédito;2;1504.98
1602;1602;Débito;1;53.01
1603;1603;Pix;1;702.44
1604;1604;Débito;1;820.82
1605;1605;Débito;1;713.64
1606;1606;Pix;1;46.76
1607;1607;Pix;1;864.33
1608;1608;Dinheiro;1;41.48
1609;1609;Débito;1;536.49
1610;1610;Crédito;1;427.07
1611;1611;Pix;1;406.9
1612;1612;Dinheiro;1;605.93
1613;1613;Dinheiro;1;1626.7
1614;1614;Dinheiro;1;1390.41
1615;1615;Crédito;2;576.42
1616;1616;Boleto;1;564.89
1617;1617;Dinheiro;1;2426.43
1618;1618;Crédito;1;83.56
1619;1619;Boleto;1;536.49
1620;1620;Boleto;1;508.97
1621;1621;Dinheiro;1;99.79
1622;1622;Crédito;1;384.08
1623;1623;Dinheiro;1;354.11
1624;1624;Pix;1;1789.52
1625;1625;Boleto;1;2204.04
1626;1626;Dinheiro;1;485.34
1627;1627;Pix;1;387.38
1628;1628;Dinheiro;1;2527.23
1629;1629;Dinheiro;1;82.79
1630;1630;Dinheiro;1;62.37
1631;1631;Dinheiro;1;461.05
1632;1632;Pix;1;3036.9
1633;1633;Crédito;3;1018.93
1634;1634;Boleto;1;747.12
1635;1635;Boleto;1;2148.15
1636;1636;Dinheiro;1;828.16
1637;1637;Boleto;1;27.05
1638;1638;Débito;1;784.58
1639;1639;Débito;1;397.67
1640;1640;Pix;1;210.9
1641;1641;Pix;1;256.77
1642;1642;Crédito;3;167.12
1643;1643;Crédito;1;297.43
1644;1644;Boleto;1;808.81
1645;1645;Pix;1;963.88
1646;1646;Débito;1;551.46
1647;1647;Débito;1;350.11
1648;1648;Pix;1;755.57
1649;1649;Débito;1;762.45
1650;1650;Dinheiro;1;75.86
1651;1651;Pix;1;458.07
1652;1652;Débito;1;371.99
1653;1653;Dinheiro;1;792.93
1654;1654;Boleto;1;1260.56
1655;1655;Débito;1;545.8
1656;1656;Débito;1;1484.24
1657;1657;Débito;1;1330.94
1658;1658;Crédito;4;605.2
1659;1659;Boleto;1;49.62
1660;1660;Crédito;1;475.77
1661;1661;Pix;1;705.03
1662;1662;Débito;1;739.41
1663;1663;Boleto;1;715.59
1664;1664;Crédito;3;417.66
1665;1665;Dinheiro;1;30.06
1666;1666;Crédito;1;484.23
1667;1667;Pix;1;669.28
1668;1668;Pix;1;808.81
1669;1669;Dinheiro;1;659.74
1670;1670;Débito;1;435.81
1671;1671;Dinheiro;1;1215.71
1672;1672;Crédito;4;643.47
1673;1673;Crédito;4;921.33
1674;1674;Pix;1;536.49
1675;1675;Dinheiro;1;799.52
1676;1676;Boleto;1;524.4
1677;1677;Crédito;1;377.79
1678;1678;Crédito;4;633.75
1679;1679;Pix;1;969.82
1680;1680;Crédito;3;244.27
1681;1681;Crédito;3;1003.63
1682;1682;Crédito;1;536.49
1683;1683;Crédito;3;133.56
1684;1684;Dinheiro;1;753.84
1685;1685;Débito;1;1782.96
1686;1686;Dinheiro;1;97.96
1687;1687;Crédito;4;560.3
1688;1688;Crédito;1;1253.07
1689;1689;Boleto;1;549.39
1690;1690;Crédito;6;87.96
1691;1691;Débito;1;34.61
1692;1692;Dinheiro;1;864.63
1693;1693;Pix;1;388.26
1694;1694;Boleto;1;106.03
1695;1695;Boleto;1;550.25
1696;1696;Débito;1;66.23
1697;1697;Pix;1;318.79
1698;1698;Dinheiro;1;62.37
1699;1699;Pix;1;330.51
1700;1700;Boleto;1;609.61
1701;1701;Dinheiro;1;2181.04
1702;1702;Boleto;1;1824.04
1703;1703;Débito;1;1139.2
1704;1704;Débito;1;79.16
1705;1705;Pix;1;407.81
1706;1706;Pix;1;2345.73
1707;1707;Boleto;1;2680.74
1708;1708;Boleto;1;244.27
1709;1709;Débito;1;968.8
1710;1710;Pix;1;609.61
1711;1711;Dinheiro;1;87.08
1712;1712;Crédito;1;305.16
1713;1713;Boleto;1;134.96
1714;1714;Débito;1;1235.52
1715;1715;Crédito;1;762.45
1716;1716;Pix;1;365.47
1717;1717;Boleto;1;457.84
1718;1718;Dinheiro;1;222.22
1719;1719;Dinheiro;1;361.49
1720;1720;Boleto;1;874.25
1721;1721;Crédito;2;112.27
1722;1722;Pix;1;123.93
1723;1723;Dinheiro;1;60.69
1724;1724;Débito;1;310.86
1725;1725;Boleto;1;3702.71
1726;1726;Dinheiro;1;1431.18
1727;1727;Dinheiro;1;1424.0
1728;1728;Pix;1;166.52
1729;1729;Débito;1;30.06
1730;1730;Débito;1;418.18
1731;1731;Crédito;2;259.64
1732;1732;Débito;1;2426.68
1733;1733;Crédito;2;1427.46
1734;1734;Dinheiro;1;572.3
