ID_Venda;Data_Venda;ID_Cliente;ID_Produto;Quantidade;Preco_Unitario;Valor_Total;Desconto;Canal;Vendedor
1375;2023-09-06;241;53;2;288.06;489.7;0.15;Online;Juliana
1376;2025-08-13;356;2;2;244.27;488.54;0.0;Loja Física;Ana Paula
1377;2022-05-03;452;83;4;699.75;2799.0;0.0;WhatsApp;Ana Paula
1378;2024-10-27;83;2;1;244.27;232.06;0.05;Online;Carlos
1379;2024-07-19;284;92;1;1013.22;810.58;0.2;Online;Rafaela
1380;2024-10-24;157;91;1;566.07;566.07;0.0;Online;Ana Paula
1381;2023-07-11;499;12;1;809.97;728.97;0.1;Online;Ana Paula
1382;2023-03-10;206;80;1;263.63;263.63;0.0;Loja Física;Juliana
1383;2023-01-12;422;96;4;416.6;1499.76;0.1;WhatsApp;Vitor
1384;2024-08-17;245;41;1;365.79;310.92;0.15;WhatsApp;Juliana
1385;2024-02-19;85;7;1;588.57;470.86;0.2;Online;Carlos
1386;2024-05-18;100;35;2;64.2;128.4;0.0;Loja Física;Vitor
1387;2024-01-13;309;100;1;55.07;44.06;0.2;Online;Vitor
1388;2023-05-06;145;21;2;650.12;1170.22;0.1;Loja Física;Vitor
1389;2023-03-10;306;2;1;244.27;195.42;0.2;Online;Ana Paula
1390;2025-02-03;104;82;1;596.59;596.59;0.0;Loja Física;Marcos
1391;2022-06-24;292;73;1;733.04;733.04;0.0;WhatsApp;Juliana
1392;2022-04-04;25;41;1;365.79;365.79;0.0;Online;Vitor
1393;2024-01-01;385;37;4;133.56;507.53;0.05;WhatsApp;Ana Paula
1394;2023-10-07;385;51;1;180.13;153.11;0.15;Online;Ana Paula
1395;2025-10-13;50;43;1;254.31;241.59;0.05;WhatsApp;Rafaela
1396;2022-07-26;258;104;1;530.39;424.31;0.2;Loja Física;Vitor
1397;2025-04-17;408;49;1;940.61;893.58;0.05;WhatsApp;Vitor
1398;2023-08-18;83;20;3;785.51;2003.05;0.15;Online;Vitor
1399;2025-07-05;48;92;1;1013.22;1013.22;0.0;Loja Física;Carlos
1400;2025-09-01;73;99;2;538.22;914.97;0.15;Loja Física;Rafaela
1401;2024-11-23;374;78;5;129.82;551.73;0.15;WhatsApp;Marcos
1402;2024-07-05;403;17;1;31.01;31.01;0.0;Online;Marcos
1403;2025-06-30;439;56;4;969.82;3879.28;0.0;WhatsApp;Carlos
1404;2024-03-04;123;27;1;148.73;133.86;0.1;WhatsApp;Vitor
1405;2022-11-09;291;81;1;437.64;415.76;0.05;Loja Física;Vitor
1406;2022-10-20;393;112;1;233.92;233.92;0.0;WhatsApp;Vitor
1407;2024-10-18;49;59;2;842.41;1684.82;0.0;Loja Física;Marcos
1408;2022-11-27;35;36;5;34.61;155.74;0.1;Online;Marcos
1409;2022-07-02;37;23;1;71.03;60.38;0.15;Online;Marcos
1410;2024-08-27;132;98;2;224.43;426.42;0.05;WhatsApp;Ana Paula
1411;2022-09-11;498;73;1;733.04;696.39;0.05;Loja Física;Marcos
1412;2023-08-11;206;53;1;288.06;230.45;0.2;WhatsApp;Carlos
1413;2022-09-22;226;47;1;783.17;704.85;0.1;WhatsApp;Marcos
1414;2024-02-05;43;88;5;470.06;2232.78;0.05;WhatsApp;Juliana
1415;2023-06-23;450;113;2;808.81;1374.98;0.15;Loja Física;Rafaela
1416;2025-08-11;30;95;1;51.84;41.47;0.2;Loja Física;Carlos
1417;2025-02-22;5;20;1;785.51;628.41;0.2;Loja Física;Marcos
1418;2024-02-09;82;73;1;733.04;696.39;0.05;Loja Física;Ana Paula
1419;2024-03-06;448;60;1;617.76;525.1;0.15;Loja Física;Marcos
1420;2024-08-12;240;83;1;699.75;629.78;0.1;Online;Vitor
1421;2022-06-25;93;94;3;579.14;1737.42;0.0;Online;Juliana
1422;2023-02-13;206;43;1;254.31;254.31;0.0;Online;Marcos
1423;2025-05-22;249;28;1;735.51;625.18;0.15;WhatsApp;Juliana
1424;2022-08-23;143;59;1;842.41;842.41;0.0;WhatsApp;Ana Paula
1425;2024-08-20;75;82;3;596.59;1789.77;0.0;Online;Rafaela
1426;2022-03-06;308;100;2;55.07;104.63;0.05;Loja Física;Marcos
1427;2024-05-30;243;28;1;735.51;735.51;0.0;Loja Física;Vitor
1428;2024-05-16;139;33;2;108.85;185.04;0.15;Loja Física;Vitor
1429;2022-10-18;36;36;1;34.61;32.88;0.05;Loja Física;Marcos
1430;2024-07-13;447;54;1;484.23;435.81;0.1;Loja Física;Carlos
1431;2023-06-16;95;107;1;742.12;742.12;0.0;Loja Física;Juliana
1432;2023-12-02;494;97;1;741.2;741.2;0.0;Loja Física;Ana Paula
1433;2023-12-17;483;54;1;484.23;460.02;0.05;Online;Rafaela
1434;2022-11-26;495;90;4;397.67;1511.15;0.05;Online;Carlos
1435;2025-03-14;200;106;3;448.29;1344.87;0.0;WhatsApp;Rafaela
1436;2023-02-11;40;93;2;485.32;825.04;0.15;WhatsApp;Rafaela
1437;2022-10-24;166;86;1;485.34;388.27;0.2;WhatsApp;Carlos
1438;2023-10-11;8;20;1;785.51;746.23;0.05;Loja Física;Juliana
1439;2023-10-11;59;102;2;377.13;641.12;0.15;Online;Marcos
1440;2024-12-02;370;1;1;43.66;41.48;0.05;Loja Física;Carlos
1441;2024-07-09;328;75;1;713.73;713.73;0.0;Loja Física;Ana Paula
1442;2023-01-20;216;90;1;397.67;357.9;0.1;Loja Física;Rafaela
1443;2024-02-13;111;45;3;817.06;2451.18;0.0;Loja Física;Carlos
1444;2025-03-27;490;2;1;244.27;244.27;0.0;Online;Vitor
1445;2023-09-11;460;40;1;339.07;305.16;0.1;Loja Física;Carlos
1446;2024-10-19;333;59;2;842.41;1600.58;0.05;Online;Marcos
1447;2023-12-23;425;70;1;1031.73;980.14;0.05;WhatsApp;Marcos
1448;2022-08-21;475;23;1;71.03;67.48;0.05;Online;Marcos
1449;2022-12-29;284;77;1;224.32;224.32;0.0;WhatsApp;Juliana
1450;2024-02-21;146;109;1;324.39;275.73;0.15;WhatsApp;Carlos
1451;2024-06-14;325;37;2;133.56;227.05;0.15;WhatsApp;Vitor
1452;2022-06-29;413;108;1;110.05;110.05;0.0;Loja Física;Carlos
1453;2022-02-03;316;120;1;702.03;666.93;0.05;Loja Física;Juliana
1454;2025-07-01;475;70;3;1031.73;3095.19;0.0;WhatsApp;Juliana
1455;2024-10-27;298;104;3;530.39;1591.17;0.0;WhatsApp;Marcos
1456;2024-05-11;109;29;3;483.61;1160.66;0.2;Online;Rafaela
1457;2024-02-20;59;26;1;564.89;451.91;0.2;Online;Vitor
1458;2023-12-20;496;102;1;377.13;358.27;0.05;Online;Carlos
1459;2024-03-21;4;48;5;46.76;187.04;0.2;Loja Física;Rafaela
1460;2023-08-04;138;113;2;808.81;1374.98;0.15;Online;Marcos
1461;2024-04-29;345;31;1;310.86;310.86;0.0;Online;Vitor
1462;2022-02-01;14;20;1;785.51;628.41;0.2;Online;Rafaela
1463;2025-05-13;163;43;1;254.31;254.31;0.0;WhatsApp;Juliana
1464;2023-05-11;285;51;4;180.13;720.52;0.0;WhatsApp;Carlos
1465;2024-03-16;425;7;1;588.57;470.86;0.2;WhatsApp;Juliana
1466;2022-09-21;481;82;1;596.59;566.76;0.05;WhatsApp;Ana Paula
1467;2024-04-05;463;41;1;365.79;329.21;0.1;Loja Física;Juliana
1468;2023-04-19;51;91;2;566.07;905.71;0.2;Loja Física;Rafaela
1469;2022-08-31;324;74;3;715.59;1717.42;0.2;Online;Carlos
1470;2023-06-17;429;71;1;639.85;639.85;0.0;Online;Ana Paula
1471;2022-07-10;48;4;2;912.02;1732.84;0.05;Loja Física;Carlos
1472;2025-04-30;79;4;5;912.02;4104.09;0.1;WhatsApp;Rafaela
1473;2022-06-11;293;49;1;940.61;940.61;0.0;WhatsApp;Carlos
1474;2022-09-25;233;82;1;596.59;507.1;0.15;Online;Ana Paula
1475;2023-05-06;335;115;1;545.26;545.26;0.0;Online;Ana Paula
1476;2025-01-01;431;32;2;457.26;777.34;0.15;Online;Marcos
1477;2025-09-12;27;36;1;34.61;34.61;0.0;Loja Física;Carlos
1478;2022-02-17;327;75;2;713.73;1141.97;0.2;Loja Física;Vitor
1479;2024-07-29;475;77;2;224.32;448.64;0.0;Loja Física;Ana Paula
1480;2023-08-02;135;115;1;545.26;545.26;0.0;Loja Física;Vitor
1481;2024-10-09;433;47;4;783.17;2506.14;0.2;Loja Física;Juliana
1482;2022-07-26;252;102;1;377.13;377.13;0.0;Online;Vitor
1483;2024-09-23;492;81;1;437.64;437.64;0.0;Loja Física;Carlos
1484;2024-05-09;193;114;2;753.84;1507.68;0.0;WhatsApp;Juliana
1485;2022-11-26;93;39;2;82.79;165.58;0.0;Loja Física;Carlos
1486;2025-03-07;324;78;1;129.82;103.86;0.2;Loja Física;Vitor
1487;2023-12-04;178;62;3;524.4;1415.88;0.1;WhatsApp;Rafaela
1488;2022-01-11;82;67;4;497.56;1691.7;0.15;Online;Vitor
1489;2023-01-30;311;4;1;912.02;820.82;0.1;Loja Física;Rafaela
1490;2024-11-14;390;20;5;785.51;3927.55;0.0;Online;Vitor
1491;2023-03-21;16;42;1;331.9;331.9;0.0;Loja Física;Vitor
1492;2022-09-17;138;36;1;34.61;32.88;0.05;Loja Física;Vitor
1493;2023-12-15;363;71;1;639.85;543.87;0.15;Online;Juliana
1494;2024-10-12;224;66;3;712.86;2031.65;0.05;Loja Física;Marcos
1495;2022-12-21;102;88;2;470.06;752.1;0.2;WhatsApp;Marcos
1496;2024-03-15;53;75;1;713.73;570.98;0.2;WhatsApp;Marcos
1497;2022-12-06;407;27;1;148.73;126.42;0.15;Online;Juliana
1498;2024-07-02;217;77;2;224.32;381.34;0.15;Online;Marcos
1499;2025-06-29;56;78;1;129.82;123.33;0.05;Online;Ana Paula
1500;2025-03-07;181;48;3;46.76;119.24;0.15;Loja Física;Juliana
1501;2022-12-09;456;5;3;677.34;1828.82;0.1;Online;Rafaela
1502;2024-04-19;151;78;1;129.82;103.86;0.2;WhatsApp;Rafaela
1503;2023-12-23;204;4;5;912.02;4560.1;0.0;Loja Física;Marcos
1504;2024-05-29;405;24;1;437.72;437.72;0.0;Loja Física;Vitor
1505;2023-03-17;337;48;5;46.76;233.8;0.0;Loja Física;Marcos
1506;2022-09-08;5;41;2;365.79;621.84;0.15;Loja Física;Carlos
1507;2023-11-05;110;60;2;617.76;1111.97;0.1;Online;Ana Paula
1508;2025-02-24;34;50;1;443.44;443.44;0.0;WhatsApp;Ana Paula
1509;2024-12-15;112;14;3;87.96;237.49;0.1;Online;Carlos
1510;2025-05-29;485;114;1;753.84;603.07;0.2;WhatsApp;Vitor
1511;2025-03-21;458;83;1;699.75;664.76;0.05;WhatsApp;Juliana
1512;2023-10-13;417;41;1;365.79;365.79;0.0;Loja Física;Vitor
1513;2024-10-08;256;6;1;418.18;418.18;0.0;Online;Vitor
1514;2022-09-12;232;22;1;253.6;228.24;0.1;Online;Rafaela
1515;2024-02-24;122;74;2;715.59;1431.18;0.0;Online;Vitor
1516;2025-08-11;402;110;3;151.04;407.81;0.1;Loja Física;Juliana
1517;2023-08-06;68;108;1;110.05;104.55;0.05;Loja Física;Rafaela
1518;2024-12-16;21;44;2;138.43;235.33;0.15;Loja Física;Vitor
1519;2024-08-20;49;107;1;742.12;593.7;0.2;Online;Carlos
1520;2023-09-09;141;41;3;365.79;877.9;0.2;Online;Juliana
1521;2022-06-13;285;100;3;55.07;165.21;0.0;Online;Rafaela
1522;2022-04-07;202;39;1;82.79;70.37;0.15;Online;Juliana
1523;2025-08-05;496;117;2;160.53;321.06;0.0;Online;Rafaela
1524;2022-07-30;15;29;1;483.61;483.61;0.0;Loja Física;Ana Paula
1525;2022-08-04;166;111;1;630.28;535.74;0.15;WhatsApp;Juliana
1526;2023-04-09;88;12;3;809.97;2429.91;0.0;WhatsApp;Marcos
1527;2025-01-05;3;120;1;702.03;596.73;0.15;Loja Física;Marcos
1528;2022-03-30;57;7;1;588.57;588.57;0.0;Loja Física;Marcos
1529;2023-11-06;353;79;1;335.57;268.46;0.2;Online;Marcos
1530;2022-12-15;474;18;3;792.93;2140.91;0.1;Online;Vitor
1531;2022-09-16;164;111;1;630.28;630.28;0.0;WhatsApp;Juliana
1532;2025-07-28;229;86;1;485.34;485.34;0.0;WhatsApp;Rafaela
1533;2023-05-08;296;62;2;524.4;891.48;0.15;Online;Marcos
1534;2023-10-22;396;94;3;579.14;1650.55;0.05;Loja Física;Vitor
1535;2023-06-25;393;38;1;864.33;734.68;0.15;Loja Física;Marcos
1536;2025-02-17;428;112;1;233.92;233.92;0.0;WhatsApp;Carlos
1537;2023-02-26;356;10;1;532.77;532.77;0.0;Online;Vitor
1538;2023-03-12;7;86;1;485.34;485.34;0.0;Online;Juliana
1539;2023-01-20;250;14;1;87.96;87.96;0.0;Loja Física;Rafaela
1540;2024-12-16;264;110;2;151.04;302.08;0.0;Online;Carlos
1541;2024-07-18;336;20;2;785.51;1256.82;0.2;WhatsApp;Vitor
1542;2022-09-24;113;118;2;700.37;1400.74;0.0;Online;Juliana
1543;2025-06-24;263;26;1;564.89;451.91;0.2;Online;Ana Paula
1544;2022-05-21;143;55;3;712.0;2136.0;0.0;WhatsApp;Marcos
1545;2025-03-28;332;14;1;87.96;87.96;0.0;Online;Vitor
1546;2022-08-14;124;3;5;705.03;3348.89;0.05;Loja Física;Marcos
1547;2022-02-28;244;85;2;347.91;626.24;0.1;Online;Marcos
1548;2023-06-28;61;119;1;871.75;784.58;0.1;Loja Física;Marcos
1549;2024-06-02;109;20;2;785.51;1492.47;0.05;WhatsApp;Juliana
1550;2024-11-06;171;7;1;588.57;559.14;0.05;Online;Marcos
1551;2022-07-20;26;84;2;249.04;473.18;0.05;WhatsApp;Juliana
1552;2023-02-02;151;25;1;591.1;561.54;0.05;Loja Física;Rafaela
1553;2023-07-20;272;78;1;129.82;123.33;0.05;WhatsApp;Juliana
1554;2022-08-12;349;7;3;588.57;1500.85;0.15;Loja Física;Vitor
1555;2023-03-26;59;7;1;588.57;588.57;0.0;WhatsApp;Marcos
1556;2023-05-04;34;69;3;446.95;1340.85;0.0;Online;Ana Paula
1557;2025-06-24;359;92;1;1013.22;962.56;0.05;Online;Juliana
1558;2022-07-27;113;94;2;579.14;926.62;0.2;WhatsApp;Marcos
1559;2024-10-11;106;22;2;253.6;405.76;0.2;Loja Física;Marcos
1560;2025-07-28;148;91;1;566.07;509.46;0.1;Online;Carlos
1561;2022-01-07;49;24;1;437.72;393.95;0.1;WhatsApp;Rafaela
1562;2024-09-03;379;40;1;339.07;271.26;0.2;WhatsApp;Ana Paula
1563;2022-12-15;162;88;1;470.06;470.06;0.0;Loja Física;Ana Paula
1564;2023-11-12;461;59;1;842.41;842.41;0.0;Loja Física;Carlos
1565;2024-08-29;220;43;2;254.31;508.62;0.0;Loja Física;Marcos
1566;2022-06-07;88;87;4;75.86;242.75;0.2;Loja Física;Rafaela
1567;2023-12-23;497;61;3;30.06;81.16;0.1;Loja Física;Juliana
1568;2023-05-22;242;15;2;1028.53;2057.06;0.0;Loja Física;Rafaela
1569;2025-10-24;149;107;2;742.12;1484.24;0.0;WhatsApp;Rafaela
1570;2022-12-09;387;19;2;451.86;722.98;0.2;Loja Física;Vitor
1571;2023-09-16;412;95;1;51.84;51.84;0.0;Online;Juliana
1572;2023-12-20;280;33;4;108.85;370.09;0.15;Online;Marcos
1573;2024-01-17;235;2;2;244.27;390.83;0.2;Online;Marcos
1574;2023-11-15;457;67;1;497.56;398.05;0.2;WhatsApp;Rafaela
1575;2024-09-18;58;35;1;64.2;54.57;0.15;WhatsApp;Carlos
1576;2025-08-03;11;19;1;451.86;429.27;0.05;Loja Física;Carlos
1577;2022-10-18;183;64;1;475.77;475.77;0.0;Loja Física;Rafaela
1578;2024-06-01;185;27;3;148.73;379.26;0.15;Loja Física;Ana Paula
1579;2024-02-13;328;14;1;87.96;87.96;0.0;WhatsApp;Carlos
1580;2025-01-20;461;117;1;160.53;152.5;0.05;WhatsApp;Ana Paula
1581;2023-06-28;467;87;5;75.86;379.3;0.0;Online;Juliana
1582;2025-04-21;214;36;1;34.61;34.61;0.0;Loja Física;Vitor
1583;2025-04-01;267;90;1;397.67;397.67;0.0;WhatsApp;Vitor
1584;2024-06-06;408;59;1;842.41;758.17;0.1;Online;Marcos
1585;2022-08-14;497;2;2;244.27;464.11;0.05;WhatsApp;Ana Paula
1586;2024-08-13;349;20;4;785.51;2827.84;0.1;Online;Rafaela
1587;2025-02-17;341;21;1;650.12;650.12;0.0;Online;Marcos
1588;2022-05-13;410;38;3;864.33;2592.99;0.0;Online;Vitor
1589;2023-03-22;145;106;1;448.29;403.46;0.1;Loja Física;Vitor
1590;2024-09-27;157;1;4;43.66;165.91;0.05;Online;Carlos
1591;2022-01-02;26;33;2;108.85;217.7;0.0;Online;Marcos
1592;2024-10-25;341;99;3;538.22;1453.19;0.1;Loja Física;Vitor
1593;2023-07-09;74;94;1;579.14;579.14;0.0;Online;Rafaela
1594;2022-06-15;149;29;5;483.61;2418.05;0.0;Online;Marcos
1595;2023-05-25;416;87;2;75.86;128.96;0.15;Online;Juliana
1596;2024-03-28;496;116;1;163.51;163.51;0.0;Online;Marcos
1597;2025-05-07;160;23;3;71.03;191.78;0.1;Online;Carlos
1598;2023-10-23;412;75;1;713.73;713.73;0.0;WhatsApp;Ana Paula
1599;2023-05-28;70;54;3;484.23;1307.42;0.1;Loja Física;Marcos
1600;2023-09-17;44;39;1;82.79;74.51;0.1;WhatsApp;Juliana
1601;2025-01-22;94;49;2;940.61;1504.98;0.2;Online;Vitor
1602;2022-10-11;270;57;1;62.37;53.01;0.15;Online;Rafaela
1603;2024-01-03;240;46;1;739.41;702.44;0.05;Online;Juliana
1604;2024-04-20;237;4;1;912.02;820.82;0.1;Loja Física;Juliana
1605;2022-07-01;387;18;1;792.93;713.64;0.1;Online;Ana Paula
1606;2025-04-03;263;48;1;46.76;46.76;0.0;WhatsApp;Rafaela
1607;2025-03-04;450;38;1;864.33;864.33;0.0;Online;Ana Paula
1608;2024-04-05;344;1;1;43.66;41.48;0.05;WhatsApp;Juliana
1609;2022-04-22;44;8;1;536.49;536.49;0.0;WhatsApp;Vitor
1610;2023-11-14;305;13;1;533.84;427.07;0.2;Online;Rafaela
1611;2024-09-13;354;43;2;254.31;406.9;0.2;Loja Física;Vitor
1612;2025-04-12;346;66;1;712.86;605.93;0.15;WhatsApp;Vitor
1613;2023-02-24;265;19;4;451.86;1626.7;0.1;WhatsApp;Juliana
1614;2022-10-07;115;115;3;545.26;1390.41;0.15;WhatsApp;Ana Paula
1615;2023-09-09;322;40;2;339.07;576.42;0.15;Loja Física;Juliana
1616;2025-07-01;353;26;1;564.89;564.89;0.0;Loja Física;Vitor
1617;2022-11-10;310;113;3;808.81;2426.43;0.0;WhatsApp;Vitor
1618;2023-05-22;105;14;1;87.96;83.56;0.05;Loja Física;Rafaela
1619;2024-06-27;201;8;1;536.49;536.49;0.0;Online;Juliana
1620;2024-09-17;95;105;1;508.97;508.97;0.0;WhatsApp;Marcos
1621;2025-06-08;349;57;2;62.37;99.79;0.2;WhatsApp;Rafaela
1622;2022-09-10;222;19;1;451.86;384.08;0.15;Loja Física;Ana Paula
1623;2022-10-18;420;96;1;416.6;354.11;0.15;Loja Física;Ana Paula
1624;2024-11-13;380;90;5;397.67;1789.52;0.1;Loja Física;Juliana
1625;2024-09-10;149;38;3;864.33;2204.04;0.15;Loja Física;Rafaela
1626;2024-10-06;189;86;1;485.34;485.34;0.0;Online;Juliana
1627;2022-08-08;238;54;1;484.23;387.38;0.2;Online;Ana Paula
1628;2022-02-27;146;59;3;842.41;2527.23;0.0;WhatsApp;Juliana
1629;2022-01-23;298;39;1;82.79;82.79;0.0;WhatsApp;Carlos
1630;2025-09-07;318;57;1;62.37;62.37;0.0;Online;Ana Paula
1631;2024-08-16;452;93;1;485.32;461.05;0.05;Online;Vitor
1632;2022-11-21;184;65;4;949.03;3036.9;0.2;WhatsApp;Ana Paula
1633;2023-12-16;463;91;2;566.07;1018.93;0.1;Online;Rafaela
1634;2022-05-09;90;84;3;249.04;747.12;0.0;Online;Carlos
1635;2025-02-27;174;59;3;842.41;2148.15;0.15;Loja Física;Marcos
1636;2025-09-10;156;119;1;871.75;828.16;0.05;Loja Física;Carlos
1637;2024-09-17;193;61;1;30.06;27.05;0.1;WhatsApp;Ana Paula
1638;2025-03-25;363;119;1;871.75;784.58;0.1;WhatsApp;Rafaela
1639;2023-06-15;67;90;1;397.67;397.67;0.0;WhatsApp;Rafaela
1640;2023-12-14;300;80;1;263.63;210.9;0.2;Online;Vitor
1641;2022-04-03;16;110;2;151.04;256.77;0.15;Loja Física;Ana Paula
1642;2022-07-17;341;14;2;87.96;167.12;0.05;WhatsApp;Juliana
1643;2023-10-25;390;30;3;123.93;297.43;0.2;WhatsApp;Ana Paula
1644;2022-08-04;461;113;1;808.81;808.81;0.0;WhatsApp;Juliana
1645;2024-05-10;473;9;2;481.94;963.88;0.0;WhatsApp;Marcos
1646;2022-08-23;20;109;2;324.39;551.46;0.15;Loja Física;Juliana
1647;2024-02-06;311;81;1;437.64;350.11;0.2;Loja Física;Ana Paula
1648;2023-10-20;56;90;2;397.67;755.57;0.05;Online;Ana Paula
1649;2025-07-29;294;72;1;762.45;762.45;0.0;Loja Física;Marcos
1650;2024-10-02;225;87;1;75.86;75.86;0.0;Loja Física;Ana Paula
1651;2022-11-28;223;105;1;508.97;458.07;0.1;Loja Física;Vitor
1652;2025-04-07;13;81;1;437.64;371.99;0.15;Loja Física;Ana Paula
1653;2022-03-10;415;18;1;792.93;792.93;0.0;Online;Juliana
1654;2025-03-09;280;111;2;630.28;1260.56;0.0;Online;Ana Paula
1655;2025-10-29;374;117;4;160.53;545.8;0.15;WhatsApp;Rafaela
1656;2024-10-13;98;107;2;742.12;1484.24;0.0;WhatsApp;Juliana
1657;2024-10-22;181;46;2;739.41;1330.94;0.1;WhatsApp;Ana Paula
1658;2022-05-18;225;55;1;712.0;605.2;0.15;Online;Vitor
1659;2025-03-11;41;17;2;31.01;49.62;0.2;WhatsApp;Marcos
1660;2022-07-26;61;64;1;475.77;475.77;0.0;Loja Física;Rafaela
1661;2025-01-12;170;3;1;705.03;705.03;0.0;Online;Marcos
1662;2024-03-10;361;46;1;739.41;739.41;0.0;Loja Física;Marcos
1663;2022-06-03;274;74;1;715.59;715.59;0.0;WhatsApp;Rafaela
1664;2024-10-21;160;52;1;464.07;417.66;0.1;Loja Física;Rafaela
1665;2022-08-16;299;61;1;30.06;30.06;0.0;WhatsApp;Vitor
1666;2022-03-08;174;54;1;484.23;484.23;0.0;Loja Física;Marcos
1667;2022-05-02;72;27;5;148.73;669.28;0.1;WhatsApp;Marcos
1668;2025-09-20;468;113;1;808.81;808.81;0.0;Loja Física;Juliana
1669;2022-05-30;413;73;1;733.04;659.74;0.1;WhatsApp;Vitor
1670;2023-12-10;37;54;1;484.23;435.81;0.1;WhatsApp;Rafaela
1671;2022-06-15;455;71;2;639.85;1215.71;0.05;Loja Física;Marcos
1672;2022-03-27;54;5;1;677.34;643.47;0.05;WhatsApp;Ana Paula
1673;2025-08-24;180;56;1;969.82;921.33;0.05;Online;Ana Paula
1674;2022-02-13;477;8;1;536.49;536.49;0.0;Loja Física;Rafaela
1675;2025-05-30;441;49;1;940.61;799.52;0.15;WhatsApp;Carlos
1676;2022-02-07;283;62;1;524.4;524.4;0.0;Online;Juliana
1677;2022-09-14;221;90;1;397.67;377.79;0.05;WhatsApp;Ana Paula
1678;2022-08-25;225;16;1;704.17;633.75;0.1;Online;Marcos
1679;2023-02-01;176;56;1;969.82;969.82;0.0;Loja Física;Ana Paula
1680;2022-07-08;302;2;1;244.27;244.27;0.0;Online;Carlos
1681;2025-01-03;291;6;3;418.18;1003.63;0.2;Loja Física;Carlos
1682;2023-05-27;417;8;1;536.49;536.49;0.0;Loja Física;Ana Paula
1683;2024-06-17;93;37;1;133.56;133.56;0.0;Online;Marcos
1684;2025-05-18;336;114;1;753.84;753.84;0.0;Online;Ana Paula
1685;2025-05-26;204;62;4;524.4;1782.96;0.15;Loja Física;Carlos
1686;2022-06-07;40;33;1;108.85;97.96;0.1;Loja Física;Juliana
1687;2024-01-02;460;118;1;700.37;560.3;0.2;Loja Física;Juliana
1688;2023-09-12;483;47;2;783.17;1253.07;0.2;WhatsApp;Marcos
1689;2025-08-31;126;68;1;549.39;549.39;0.0;Online;Carlos
1690;2025-01-13;258;14;1;87.96;87.96;0.0;Online;Juliana
1691;2025-06-27;249;36;1;34.61;34.61;0.0;Loja Física;Ana Paula
1692;2024-12-02;119;40;3;339.07;864.63;0.15;WhatsApp;Ana Paula
1693;2022-09-09;191;93;1;485.32;388.26;0.2;Loja Física;Vitor
1694;2023-04-27;358;57;2;62.37;106.03;0.15;Online;Vitor
1695;2022-02-13;256;108;5;110.05;550.25;0.0;Online;Marcos
1696;2025-04-19;197;39;1;82.79;66.23;0.2;Loja Física;Vitor
1697;2023-07-26;438;79;1;335.57;318.79;0.05;Online;Vitor
1698;2024-02-23;197;57;1;62.37;62.37;0.0;Loja Física;Ana Paula
1699;2024-02-16;95;85;1;347.91;330.51;0.05;WhatsApp;Vitor
1700;2025-09-14;157;5;1;677.34;609.61;0.1;Online;Vitor
1701;2025-05-31;387;115;4;545.26;2181.04;0.0;Online;Rafaela
1702;2023-03-20;388;4;2;912.02;1824.04;0.0;WhatsApp;Rafaela
1703;2024-06-07;444;55;2;712.0;1139.2;0.2;WhatsApp;Carlos
1704;2022-04-27;414;14;1;87.96;79.16;0.1;Online;Carlos
1705;2025-10-20;148;110;3;151.04;407.81;0.1;Online;Juliana
1706;2025-03-18;369;73;4;733.04;2345.73;0.2;WhatsApp;Marcos
1707;2022-11-29;492;49;3;940.61;2680.74;0.05;WhatsApp;Ana Paula
1708;2022-09-28;465;2;1;244.27;244.27;0.0;WhatsApp;Marcos
1709;2022-06-25;128;99;2;538.22;968.8;0.1;Online;Marcos
1710;2025-03-15;203;5;1;677.34;609.61;0.1;Online;Marcos
1711;2023-07-05;338;33;1;108.85;87.08;0.2;WhatsApp;Rafaela
1712;2022-01-26;64;40;1;339.07;305.16;0.1;WhatsApp;Marcos
1713;2023-06-26;434;23;2;71.03;134.96;0.05;Online;Vitor
1714;2024-06-19;5;60;2;617.76;1235.52;0.0;Online;Juliana
1715;2025-07-30;433;72;1;762.45;762.45;0.0;Online;Vitor
1716;2025-04-01;481;11;1;365.47;365.47;0.0;WhatsApp;Rafaela
1717;2023-10-06;489;9;1;481.94;457.84;0.05;Loja Física;Marcos
1718;2023-07-20;133;112;1;233.92;222.22;0.05;Loja Física;Ana Paula
1719;2025-07-14;90;19;1;451.86;361.49;0.2;WhatsApp;Carlos
1720;2022-04-12;120;15;1;1028.53;874.25;0.15;Loja Física;Ana Paula
1721;2024-11-03;441;57;2;62.37;112.27;0.1;Online;Vitor
1722;2025-02-07;368;30;1;123.93;123.93;0.0;WhatsApp;Marcos
1723;2023-06-12;9;87;1;75.86;60.69;0.2;Online;Rafaela
1724;2022-04-02;308;31;1;310.86;310.86;0.0;Loja Física;Vitor
1725;2024-11-04;228;15;4;1028.53;3702.71;0.1;Loja Física;Ana Paula
1726;2023-02-22;167;74;2;715.59;1431.18;0.0;WhatsApp;Juliana
1727;2022-05-27;329;55;2;712.0;1424.0;0.0;Loja Física;Vitor
1728;2023-10-31;311;101;1;166.52;166.52;0.0;Online;Juliana
1729;2025-08-28;192;61;1;30.06;30.06;0.0;WhatsApp;Vitor
1730;2022-11-25;189;6;1;418.18;418.18;0.0;Loja Física;Rafaela
1731;2022-02-22;55;78;2;129.82;259.64;0.0;Online;Rafaela
